1  1.8419901705328235e+06
2  4.0034445312269344e+06
4  6.4413742079404006e+06
8  1.2310957282294249e+07
16  2.4041292214372724e+07
32  4.4018140729786351e+07
64  8.2766728448682070e+07


